Country,Year,Sex,NCD_Mortality,IndicatorName,CountryCode,Risk_Level,Continent
Viet Nam,2020,Both sexes,516.9,Age-standardized NCD mortality rate  (per 100 000 population),VNM,Moderate,
Trinidad and Tobago,2020,Both sexes,521.0,Age-standardized NCD mortality rate  (per 100 000 population),TTO,Moderate,
Timor-Leste,2020,Both sexes,534.7,Age-standardized NCD mortality rate  (per 100 000 population),TLS,Moderate,
Kenya,2020,Both sexes,530.8,Age-standardized NCD mortality rate  (per 100 000 population),KEN,Moderate,Africa
Bahamas,2020,Both sexes,527.3,Age-standardized NCD mortality rate  (per 100 000 population),BHS,Moderate,
Suriname,2020,Both sexes,528.4,Age-standardized NCD mortality rate  (per 100 000 population),SUR,Moderate,
Grenada,2020,Both sexes,530.1,Age-standardized NCD mortality rate  (per 100 000 population),GRD,Moderate,
Bolivia (Plurinational State of),2020,Both sexes,537.1,Age-standardized NCD mortality rate  (per 100 000 population),BOL,Moderate,
Mauritania,2020,Both sexes,543.5,Age-standardized NCD mortality rate  (per 100 000 population),MRT,Moderate,
Algeria,2020,Both sexes,538.8,Age-standardized NCD mortality rate  (per 100 000 population),DZA,Moderate,
Nepal,2020,Both sexes,550.1,Age-standardized NCD mortality rate  (per 100 000 population),NPL,Moderate,
"occupied Palestinian territory, including east Jerusalem",2020,Both sexes,548.4,Age-standardized NCD mortality rate  (per 100 000 population),PSE,Moderate,
Latvia,2020,Both sexes,545.8,Age-standardized NCD mortality rate  (per 100 000 population),LVA,Moderate,
Lithuania,2020,Both sexes,546.9,Age-standardized NCD mortality rate  (per 100 000 population),LTU,Moderate,
Uganda,2020,Both sexes,559.7,Age-standardized NCD mortality rate  (per 100 000 population),UGA,Moderate,Africa
Gabon,2020,Both sexes,563.0,Age-standardized NCD mortality rate  (per 100 000 population),GAB,Moderate,
Libya,2020,Both sexes,561.1,Age-standardized NCD mortality rate  (per 100 000 population),LBY,Moderate,
Venezuela (Bolivarian Republic of),2020,Both sexes,557.0,Age-standardized NCD mortality rate  (per 100 000 population),VEN,Moderate,
Azerbaijan,2020,Both sexes,563.3,Age-standardized NCD mortality rate  (per 100 000 population),AZE,Moderate,
Hungary,2020,Both sexes,557.3,Age-standardized NCD mortality rate  (per 100 000 population),HUN,Moderate,
India,2020,Both sexes,567.3,Age-standardized NCD mortality rate  (per 100 000 population),IND,Moderate,Asia
Saint Vincent and the Grenadines,2020,Both sexes,573.4,Age-standardized NCD mortality rate  (per 100 000 population),VCT,Moderate,
Romania,2020,Both sexes,567.2,Age-standardized NCD mortality rate  (per 100 000 population),ROU,Moderate,
Russian Federation,2020,Both sexes,568.4,Age-standardized NCD mortality rate  (per 100 000 population),RUS,Moderate,
Niger,2020,Both sexes,578.7,Age-standardized NCD mortality rate  (per 100 000 population),NER,Moderate,
Tajikistan,2020,Both sexes,583.4,Age-standardized NCD mortality rate  (per 100 000 population),TJK,Moderate,
Montenegro,2020,Both sexes,577.0,Age-standardized NCD mortality rate  (per 100 000 population),MNE,Moderate,
Liberia,2020,Both sexes,586.0,Age-standardized NCD mortality rate  (per 100 000 population),LBR,Moderate,
Sao Tome and Principe,2020,Both sexes,590.8,Age-standardized NCD mortality rate  (per 100 000 population),STP,Moderate,
Botswana,2020,Both sexes,590.8,Age-standardized NCD mortality rate  (per 100 000 population),BWA,Moderate,
Kyrgyzstan,2020,Both sexes,593.0,Age-standardized NCD mortality rate  (per 100 000 population),KGZ,Moderate,
Mauritius,2020,Both sexes,589.6,Age-standardized NCD mortality rate  (per 100 000 population),MUS,Moderate,
Equatorial Guinea,2020,Both sexes,598.2,Age-standardized NCD mortality rate  (per 100 000 population),GNQ,Moderate,
Democratic People's Republic of Korea,2020,Both sexes,600.7,Age-standardized NCD mortality rate  (per 100 000 population),PRK,Moderate,
Serbia,2020,Both sexes,600.4,Age-standardized NCD mortality rate  (per 100 000 population),SRB,Moderate,
Rwanda,2020,Both sexes,606.9,Age-standardized NCD mortality rate  (per 100 000 population),RWA,Moderate,Africa
Comoros,2020,Both sexes,606.8,Age-standardized NCD mortality rate  (per 100 000 population),COM,Moderate,
Honduras,2020,Both sexes,609.4,Age-standardized NCD mortality rate  (per 100 000 population),HND,Moderate,
Mongolia,2020,Both sexes,614.3,Age-standardized NCD mortality rate  (per 100 000 population),MNG,Moderate,
Belarus,2020,Both sexes,606.4,Age-standardized NCD mortality rate  (per 100 000 population),BLR,Moderate,
South Sudan,2020,Both sexes,624.2,Age-standardized NCD mortality rate  (per 100 000 population),SSD,Moderate,
Senegal,2020,Both sexes,616.9,Age-standardized NCD mortality rate  (per 100 000 population),SEN,Moderate,
Djibouti,2020,Both sexes,624.5,Age-standardized NCD mortality rate  (per 100 000 population),DJI,Moderate,
Sudan,2020,Both sexes,618.0,Age-standardized NCD mortality rate  (per 100 000 population),SDN,Moderate,
Benin,2020,Both sexes,617.7,Age-standardized NCD mortality rate  (per 100 000 population),BEN,Moderate,
Ghana,2020,Both sexes,619.9,Age-standardized NCD mortality rate  (per 100 000 population),GHA,Moderate,
Sierra Leone,2020,Both sexes,619.6,Age-standardized NCD mortality rate  (per 100 000 population),SLE,Moderate,
North Macedonia,2020,Both sexes,622.0,Age-standardized NCD mortality rate  (per 100 000 population),MKD,Moderate,
Georgia,2020,Both sexes,622.2,Age-standardized NCD mortality rate  (per 100 000 population),GEO,Moderate,
Armenia,2020,Both sexes,617.0,Age-standardized NCD mortality rate  (per 100 000 population),ARM,Moderate,
Tonga,2020,Both sexes,631.4,Age-standardized NCD mortality rate  (per 100 000 population),TON,Moderate,
Oman,2020,Both sexes,630.8,Age-standardized NCD mortality rate  (per 100 000 population),OMN,Moderate,
Morocco,2020,Both sexes,631.8,Age-standardized NCD mortality rate  (per 100 000 population),MAR,Moderate,
South Africa,2020,Both sexes,627.7,Age-standardized NCD mortality rate  (per 100 000 population),ZAF,Moderate,
Albania,2020,Both sexes,632.6,Age-standardized NCD mortality rate  (per 100 000 population),ALB,Moderate,
Chad,2020,Both sexes,643.8,Age-standardized NCD mortality rate  (per 100 000 population),TCD,Moderate,
Cote d'Ivoire,2020,Both sexes,637.5,Age-standardized NCD mortality rate  (per 100 000 population),CIV,Moderate,
Guinea,2020,Both sexes,643.2,Age-standardized NCD mortality rate  (per 100 000 population),GIN,Moderate,
Bahrain,2020,Both sexes,644.3,Age-standardized NCD mortality rate  (per 100 000 population),BHR,Moderate,
Ukraine,2020,Both sexes,638.5,Age-standardized NCD mortality rate  (per 100 000 population),UKR,Moderate,
Republic of Moldova,2020,Both sexes,640.7,Age-standardized NCD mortality rate  (per 100 000 population),MDA,Moderate,
Kazakhstan,2020,Both sexes,635.3,Age-standardized NCD mortality rate  (per 100 000 population),KAZ,Moderate,
Philippines,2020,Both sexes,640.2,Age-standardized NCD mortality rate  (per 100 000 population),PHL,Moderate,
Mali,2020,Both sexes,648.7,Age-standardized NCD mortality rate  (per 100 000 population),MLI,Moderate,
Burundi,2020,Both sexes,648.0,Age-standardized NCD mortality rate  (per 100 000 population),BDI,Moderate,
Congo,2020,Both sexes,645.7,Age-standardized NCD mortality rate  (per 100 000 population),COG,Moderate,
Gambia,2020,Both sexes,648.1,Age-standardized NCD mortality rate  (per 100 000 population),GMB,Moderate,
Indonesia,2020,Both sexes,648.1,Age-standardized NCD mortality rate  (per 100 000 population),IDN,Moderate,
Bulgaria,2020,Both sexes,654.3,Age-standardized NCD mortality rate  (per 100 000 population),BGR,Moderate,
Zambia,2020,Both sexes,662.9,Age-standardized NCD mortality rate  (per 100 000 population),ZMB,Moderate,
Burkina Faso,2020,Both sexes,659.3,Age-standardized NCD mortality rate  (per 100 000 population),BFA,Moderate,
Namibia,2020,Both sexes,659.1,Age-standardized NCD mortality rate  (per 100 000 population),NAM,Moderate,
Cameroon,2020,Both sexes,673.6,Age-standardized NCD mortality rate  (per 100 000 population),CMR,Moderate,
Myanmar,2020,Both sexes,683.9,Age-standardized NCD mortality rate  (per 100 000 population),MMR,Moderate,
Jamaica,2020,Both sexes,679.7,Age-standardized NCD mortality rate  (per 100 000 population),JAM,Moderate,
Angola,2020,Both sexes,693.5,Age-standardized NCD mortality rate  (per 100 000 population),AGO,Moderate,
Cambodia,2020,Both sexes,687.6,Age-standardized NCD mortality rate  (per 100 000 population),KHM,Moderate,
Pakistan,2020,Both sexes,687.7,Age-standardized NCD mortality rate  (per 100 000 population),PAK,Moderate,
Syrian Arab Republic,2020,Both sexes,690.5,Age-standardized NCD mortality rate  (per 100 000 population),SYR,Moderate,
Yemen,2020,Both sexes,699.6,Age-standardized NCD mortality rate  (per 100 000 population),YEM,Moderate,
Papua New Guinea,2020,Both sexes,700.0,Age-standardized NCD mortality rate  (per 100 000 population),PNG,Moderate,
Iraq,2020,Both sexes,696.8,Age-standardized NCD mortality rate  (per 100 000 population),IRQ,Moderate,
Turkmenistan,2020,Both sexes,697.4,Age-standardized NCD mortality rate  (per 100 000 population),TKM,Moderate,
Democratic Republic of the Congo,2020,Both sexes,707.1,Age-standardized NCD mortality rate  (per 100 000 population),COD,Moderate,
Guinea-Bissau,2020,Both sexes,709.9,Age-standardized NCD mortality rate  (per 100 000 population),GNB,Moderate,
Togo,2020,Both sexes,712.8,Age-standardized NCD mortality rate  (per 100 000 population),TGO,Moderate,
Malawi,2020,Both sexes,710.1,Age-standardized NCD mortality rate  (per 100 000 population),MWI,Moderate,
Guyana,2020,Both sexes,705.1,Age-standardized NCD mortality rate  (per 100 000 population),GUY,Moderate,
Madagascar,2020,Both sexes,715.7,Age-standardized NCD mortality rate  (per 100 000 population),MDG,Moderate,
Lao People's Democratic Republic,2020,Both sexes,729.1,Age-standardized NCD mortality rate  (per 100 000 population),LAO,Moderate,
Egypt,2020,Both sexes,763.7,Age-standardized NCD mortality rate  (per 100 000 population),EGY,Moderate,
Mozambique,2020,Both sexes,778.7,Age-standardized NCD mortality rate  (per 100 000 population),MOZ,Moderate,
Eritrea,2020,Both sexes,792.7,Age-standardized NCD mortality rate  (per 100 000 population),ERI,Moderate,
Samoa,2020,Both sexes,800.1,Age-standardized NCD mortality rate  (per 100 000 population),WSM,High,
Uzbekistan,2020,Both sexes,805.6,Age-standardized NCD mortality rate  (per 100 000 population),UZB,High,
Somalia,2020,Both sexes,824.6,Age-standardized NCD mortality rate  (per 100 000 population),SOM,High,
Haiti,2020,Both sexes,871.9,Age-standardized NCD mortality rate  (per 100 000 population),HTI,High,
Central African Republic,2020,Both sexes,871.8,Age-standardized NCD mortality rate  (per 100 000 population),CAF,High,
Maldives,2020,Both sexes,887.0,Age-standardized NCD mortality rate  (per 100 000 population),MDV,High,
Zimbabwe,2020,Both sexes,903.7,Age-standardized NCD mortality rate  (per 100 000 population),ZWE,High,
Afghanistan,2020,Both sexes,919.3,Age-standardized NCD mortality rate  (per 100 000 population),AFG,High,
Fiji,2020,Both sexes,942.6,Age-standardized NCD mortality rate  (per 100 000 population),FJI,High,
Eswatini,2020,Both sexes,958.7,Age-standardized NCD mortality rate  (per 100 000 population),SWZ,High,
Vanuatu,2020,Both sexes,956.1,Age-standardized NCD mortality rate  (per 100 000 population),VUT,High,
Solomon Islands,2020,Both sexes,971.7,Age-standardized NCD mortality rate  (per 100 000 population),SLB,High,
Micronesia (Federated States of),2020,Both sexes,987.5,Age-standardized NCD mortality rate  (per 100 000 population),FSM,High,
Kiribati,2019,Both sexes,1032.0,Age-standardized NCD mortality rate  (per 100 000 population),KIR,High,
Lesotho,2019,Both sexes,1027.0,Age-standardized NCD mortality rate  (per 100 000 population),LSO,High,
Singapore,2019,Both sexes,219.3,Age-standardized NCD mortality rate  (per 100 000 population),SGP,Low,
Republic of Korea,2019,Both sexes,228.6,Age-standardized NCD mortality rate  (per 100 000 population),KOR,Low,
Japan,2019,Both sexes,229.3,Age-standardized NCD mortality rate  (per 100 000 population),JPN,Low,
Switzerland,2019,Both sexes,269.6,Age-standardized NCD mortality rate  (per 100 000 population),CHE,Low,
Kuwait,2019,Both sexes,281.8,Age-standardized NCD mortality rate  (per 100 000 population),KWT,Low,
France,2019,Both sexes,277.8,Age-standardized NCD mortality rate  (per 100 000 population),FRA,Low,
Israel,2019,Both sexes,284.8,Age-standardized NCD mortality rate  (per 100 000 population),ISR,Low,
Spain,2019,Both sexes,284.5,Age-standardized NCD mortality rate  (per 100 000 population),ESP,Low,
Australia,2019,Both sexes,288.0,Age-standardized NCD mortality rate  (per 100 000 population),AUS,Low,Oceania
Luxembourg,2019,Both sexes,288.6,Age-standardized NCD mortality rate  (per 100 000 population),LUX,Low,
Italy,2019,Both sexes,287.2,Age-standardized NCD mortality rate  (per 100 000 population),ITA,Low,
Sweden,2019,Both sexes,291.0,Age-standardized NCD mortality rate  (per 100 000 population),SWE,Low,
Norway,2019,Both sexes,289.0,Age-standardized NCD mortality rate  (per 100 000 population),NOR,Low,
Netherlands (Kingdom of the),2019,Both sexes,301.7,Age-standardized NCD mortality rate  (per 100 000 population),NLD,Low,
Iceland,2019,Both sexes,301.9,Age-standardized NCD mortality rate  (per 100 000 population),ISL,Low,
Malta,2019,Both sexes,304.9,Age-standardized NCD mortality rate  (per 100 000 population),MLT,Low,
Cyprus,2019,Both sexes,310.6,Age-standardized NCD mortality rate  (per 100 000 population),CYP,Low,
Canada,2019,Both sexes,305.9,Age-standardized NCD mortality rate  (per 100 000 population),CAN,Low,North America
Belgium,2019,Both sexes,307.4,Age-standardized NCD mortality rate  (per 100 000 population),BEL,Low,
Puerto Rico,2019,Both sexes,314.2,Age-standardized NCD mortality rate  (per 100 000 population),PRI,Low,
Chile,2019,Both sexes,314.8,Age-standardized NCD mortality rate  (per 100 000 population),CHL,Low,
New Zealand,2019,Both sexes,313.1,Age-standardized NCD mortality rate  (per 100 000 population),NZL,Low,
Costa Rica,2019,Both sexes,323.0,Age-standardized NCD mortality rate  (per 100 000 population),CRI,Low,
Peru,2019,Both sexes,325.2,Age-standardized NCD mortality rate  (per 100 000 population),PER,Low,
United Arab Emirates,2019,Both sexes,328.7,Age-standardized NCD mortality rate  (per 100 000 population),ARE,Low,
Ireland,2019,Both sexes,325.4,Age-standardized NCD mortality rate  (per 100 000 population),IRL,Low,
Austria,2019,Both sexes,328.5,Age-standardized NCD mortality rate  (per 100 000 population),AUT,Low,
Portugal,2019,Both sexes,329.7,Age-standardized NCD mortality rate  (per 100 000 population),PRT,Low,
Finland,2019,Both sexes,334.1,Age-standardized NCD mortality rate  (per 100 000 population),FIN,Low,
Greece,2019,Both sexes,343.3,Age-standardized NCD mortality rate  (per 100 000 population),GRC,Low,
Denmark,2019,Both sexes,342.4,Age-standardized NCD mortality rate  (per 100 000 population),DNK,Low,
Slovenia,2019,Both sexes,340.6,Age-standardized NCD mortality rate  (per 100 000 population),SVN,Low,
United Kingdom of Great Britain and Northern Ireland,2019,Both sexes,336.9,Age-standardized NCD mortality rate  (per 100 000 population),GBR,Low,
Panama,2019,Both sexes,351.7,Age-standardized NCD mortality rate  (per 100 000 population),PAN,Low,
Germany,2019,Both sexes,355.5,Age-standardized NCD mortality rate  (per 100 000 population),DEU,Low,Europe
Jordan,2019,Both sexes,367.9,Age-standardized NCD mortality rate  (per 100 000 population),JOR,Low,
Nicaragua,2019,Both sexes,370.9,Age-standardized NCD mortality rate  (per 100 000 population),NIC,Low,
Lebanon,2019,Both sexes,366.4,Age-standardized NCD mortality rate  (per 100 000 population),LBN,Low,
Thailand,2019,Both sexes,378.9,Age-standardized NCD mortality rate  (per 100 000 population),THA,Low,
Colombia,2019,Both sexes,384.8,Age-standardized NCD mortality rate  (per 100 000 population),COL,Low,
Ecuador,2019,Both sexes,385.4,Age-standardized NCD mortality rate  (per 100 000 population),ECU,Low,
United States of America,2019,Both sexes,401.5,Age-standardized NCD mortality rate  (per 100 000 population),USA,Moderate,
